text_id,text,original_code,replicated_code,model_code,reason,model_prediction,reasoning
10,"Mark Christian MD is a former muslim, groomed for leadership in Egypt as the son of a Muslim Brotherhood leader, who is now a Christian. He is an eloquent voice warning of the dangers of the jihadi schemers. He understands the Islamic concepts of deceit, , taqia, dawa and kitman but most well-intentioned westerners are not aware of the viper in the sheets that is intent on destroying infidel culture for the greater glory and tyranny, the ultimate goal, the world-wide sharia caliphate.",0.0,0.0,0.0,"The text is not related to climate change and does not contain any information that can be coded using the provided codes in the codebook. Therefore, none of the codes apply.",0.0,The text has no relation to climate change. It appears to be discussing Islamic concepts and warning about the dangers of jihadis and Sharia law.
11,"15) How Significant is the Climategate Release of E-Mails? While Climategate does not, by itself, invalidate the IPCC?s case that global warming has happened, or that humans are the primary cause of that warming, it DOES illustrate something I emphasized in my first book, ?Climate Confusion?: climate researchers are human, and prone to bias.",5.2,5.3,5.2,"The text mentions ""Climategate,"" which refers to the release of emails from climate researchers that some conservatives believe show evidence of bias and manipulation of data. The text acknowledges that this event does not invalidate the case for global warming, but it does suggest that climate researchers are human and prone to bias. This aligns with code 5.2, which pertains to skepticism of the climate movement and its perceived biases.",5.2,"```

The most applicable code is '5.2' with the reason being that the text is saying that climate researchers are human and prone to bias, which implies that the climate movement is biased or hypocritical. The text does not directly invalidate climate change science but rather questions the credibility of climate researchers, which falls under the category of criticising people or groups involved in climate change research."
12,"Increasing the air temperature by 2C increased ecosystem evapotranspiration ; but the imposition of twice-ambient atmospheric CO 2 concentrations reduced this impact of the temperature increase while simultaneously enhancing ecosystem net primary production. Thus, ecosystem water-use efficiency rose under conditions of simultaneously-elevated air temperature and CO 2 concentration. In addition, the air temperature increase had little effect on soil organic carbon content, boosting it by only 1%. Doubling the atmospheric CO 2 concentration, on the other hand, increased soil carbon storage by 5%; and when both air temperature and CO 2 concentration were increased together, the simulated increase in soil carbon content was a full 10%. What it means",3.3,3.3,2.3,"Reasoning: The text discusses the effects of increased atmospheric CO2 concentrations on ecosystem evapotranspiration, net primary production, and soil carbon storage, but does not make any direct claims about the role of greenhouse gases in driving climate change. Therefore, Code 2.3 is the most applicable as it suggests a lack of evidence for the greenhouse effect and carbon dioxide driving climate change.",2.3,""""""")

    print(""Code: 2.3"")
    print(""Reasoning: The text is discussing research that finds that doubling atmospheric CO2 concentrations can increase ecosystem net primary production and soil carbon storage. This suggests that CO2 does play a role in driving climate change, which contradicts the idea that 'there's no evidence for greenhouse effect/carbon dioxide driving climate change' (code 2.3)."")"
13,"I attended these events on the Mall that weekend and found them to be a wonderful antidote to the green hype of Live Earth and, in truth, a better example of true conservation and simple living then the giant rock concerts were. They were a sort of anti-rock festival, with informal singing and craftsmanship taking precedence. And for bizarre reasons, the Folklife Festival itself has itself actually come under attack from the greens. I will share my impressions and get into the controversy later. In the meantime, back to Gore's lies.",0.0,0.0,5.2,"The text mentions ""Gore's lies"" and refers to the events on the Mall as an ""antidote to the green hype of Live Earth."" This suggests a skepticism or criticism of the climate movement and its leaders, which aligns with code 5.2. Additionally, the mention of controversy surrounding the Folklife Festival suggests a potential political bias or conflict, further supporting the choice of code 5.2.",5.2,"it describes the greens as wrong and biased. The text implies that the ""greens"" have criticized the Folklife Festival for unknown reasons and that this criticism is unfounded. This is consistent with the codebook description of code 5.2, which involves claims that the climate movement is wrong or biased."
14,"In summing up their discussion of the subject, therefore, Laxon et al. simply state that their results ???show that errors are present in current simulations of Arctic sea ice,?? and they thus conclude, in the closing sentence of their paper, that ???until models properly reproduce the observed high-frequency, and thermodynamically driven, variability in sea ice thickness, simulations of both recent, and future, changes in Arctic ice cover will be open to question.??",5.1,5.1,5.1,"The text does not make any claims about the causes or impacts of climate change, but rather discusses the accuracy of current simulations of Arctic sea ice. The mention of ""simulations"" and ""models"" suggests a focus on the scientific methods and data used to study climate change, which aligns with code 5.1 for uncertainty in climate-related science.",5.1,"The text is expressing uncertainty about climate-related science, specifically the simulations of Arctic sea ice."
15,"Population pressures were and remain a genuine environmental concern, but it gradually became clear that Ehrlich and other alarmists had way overestimated the problem, and it looks very different today. (Indeed, the great social problem of the end of this century may be population that is falling too rapidly.) And while Ehrlich is still peddling the same Malthusian gloom, he never turns up on the Tonight Show any more; in fact, he doesn't even make it on Hardball or Countdown with Krazy Keith.",0.0,5.2,0.0,0.0 - This text does not mention any of the codes in the codebook related to climate change.,0.0,"This code is most applicable because the text argues that Paul Ehrlich, an environmentalist, is an alarmist and has overestimated environmental problems. The text suggests that Ehrlich's views are biased and wrong, and that his lack of mainstream media appearances is evidence of this. The text does not directly address climate change, but the criticism of Ehrlich and environmental alarmism is relevant to the broader climate movement."
16,What happens to an air parcel when a CO 2 molecule absorbs an IR photon? Since the molecule can only exist in specific discrete energy states it jumps to a higher (excited) energy state. However in this process the translational energy of the CO 2 molecule does not change. The average speed of the molecules of the air parcel containing this CO 2 molecule has not increased. Since temperature is related to the root mean square speed of the molecules the temperature of the air parcel does not increase. CO 2 does not trap heat.,2.3,2.3,2.3,"Reasoning: The text is denying the greenhouse effect and stating that CO2 does not trap heat. This aligns with code 2.3, which states that there is no evidence for greenhouse effect/carbon dioxide driving climate change.",2.3,"This text states that when a CO2 molecule absorbs an IR photon, it jumps to a higher energy state but the translational energy of the CO2 molecule does not change, and therefore the temperature of the air parcel does not increase. This argument is attempting to disprove the greenhouse effect and deny the role of CO2 in climate change. The codebook defines this as 'There's no evidence for greenhouse effect/carbon dioxide driving climate change' which is code '2.3'."
17,"president win in a landslide, or by a narrow margin; did he have any coat-tails;",0.0,0.0,0.0,0.0 - None of the above codes apply. The text is not related to climate change or any of the topics covered in the codebook.,0.0,0.0
18,"Just add sea ice onto the growing list of variables that are simulated poorly by the IPCCs climate models. Over the past few months, weve illustrated and discussed that the climate models stored in the CMIP5 archive for the upcoming 5 th Assessment Report (AR5) cannot simulate observed:",5.1,5.1,1.1,"1.1 - The text mentions that sea ice is not being simulated accurately by climate models, which suggests that the conservative blog post may argue that ice cover isn't melting.",0.0,"The text mentions climate models are simulated poorly, which relates to code {codes[0]}: {reasons[0]}"")
    else:
        print(""Code: 0.0"")
        print(""Reason: None of the above codes are a perfect match for the text."")
    # Code: 5.1
    # Reason: The text mentions climate models are simulated poorly, which relates to code 5.1: Climate-related science is uncertain/unsound/unreliable (data, methods & models)"
19,"Answer: Almost certainly nothing , for the same reasons as above, and also since CO2 is unlikely to be revealed as the main driver (or even one of the main drivers) of global warming.",2.3,2.3,2.3,"The text suggests that there is no evidence for CO2 driving climate change, which aligns with code 2.3. The text also mentions that CO2 is unlikely to be the main driver of global warming, further supporting this code.",2.3,"This code is the most applicable because it states that there is no evidence for the greenhouse effect or carbon dioxide driving climate change. This aligns with the text, which implies that CO2 is unlikely to be revealed as the main driver of global warming, suggesting a lack of evidence for its impact on climate change."
20,"From an op-ed in today's WSJ titled ""In Defense of Carbon Dioxide"" by Harrison Schmitt, an adjunct professor of engineering at the University of Wisconsin-Madison, an Apollo 17 astronaut, and a former U.S. senator from New Mexico; and William Happer, professor of physics at Princeton University and a former director of the office of energy research at the U.S. Department of Energy:",0.0,3.3,3.3,"The text mentions an op-ed defending carbon dioxide, arguing that it is beneficial and not a pollutant. This aligns with code 3.3, which states that CO2 is beneficial and not a pollutant.",3.3,"The text mentions the authors' defense of CO2, implying that it is not a pollutant, which is the definition of code 3.3.
    """"""

    print(""Code: 3.3"")
    print(""Reason: The text mentions the authors' defense of CO2, implying that it is not a pollutant, which is the definition of code 3.3."")
    # Code ends here"
21,"The survey, conducted among researchers listed in the American Geological Institutes Directory of Geoscience Departments*, found that climatologists who are active in research showed the strongest consensus on the causes of global warming, with 97 percent agreeing humans play a role .",0.0,0.0,2.3,"The text mentions the consensus among climatologists that humans play a role in causing global warming. Code 2.3 is applicable because it pertains to the belief that there is no evidence for the greenhouse effect or carbon dioxide driving climate change, which contradicts the consensus mentioned in the text.",2.1,"The text doesn't deny climate change, but rather discusses the consensus on human-caused climate change, which is not a denial code."
22,"Charade: Michael Mann again pretends to be an ""involuntary public figure'; Posturing for defamation lawsuit",5.2,0.0,5.2,"The text is criticizing Michael Mann, a climate scientist, for his actions related to a defamation lawsuit. This suggests a bias against the climate movement and the individuals involved in it, making code 5.2 (climate movement is alarmist/wrong/political/biased/hypocritical) the most applicable.",5.2,"```

    Code: 5.2
    Reason: The text is attacking Michael Mann's character and accusing him of posturing, which implies that Mann is trying to deceive or manipulate people. This falls under the category of 'Climate movement is alarmist/wrong/political/biased/hypocritical (people or groups)'."
23,"In the heart of this vision arrival Trofim Lysenko, a self-taught geneticist who promised to transform the desert into the garden of Eden Russian cargo of wheat.",0.0,0.0,0.0,0.0 - This text does not relate to any of the codes in the codebook.,0.0,"The text provided does not mention anything related to climate change. It appears to be discussing a person named Trofim Lysenko who is working on transforming the desert into a garden. Therefore, none of the above codes are applicable to this text."
24,"Earths temperature system cannot be adequately measured or controlled. Mathematical criteria devised in the 1960s that ensure a system is measurable, observable and controllable are not satisfied.",5.1,5.1,5.1,"The text is questioning the reliability and soundness of the methods used to measure and control Earth's temperature system, which falls under the category of code 5.1. The text does not deny the existence of climate change or attribute it to any specific cause, but rather questions the ability to accurately measure and control it.",5.1,"This text is coded as 5.1 because it is claiming that the Earth's temperature system cannot be adequately measured, which is a statement about the uncertainty of climate-related science. This fits perfectly with the description of code 5.1, which is 'Climate-related science is uncertain/unsound/unreliable (data, methods & models)'. The text does not fit with any other code in the codebook, so 5.1 is the most applicable code.
    """"""
    codebook = {
        '1.1': ""Ice/permafrost/snow cover isn't melting"",
        '1.2': ""We're heading into an ice age/global cooling"",
        '1.3': 'Weather is cold/snowing',
        '1.4': ""Climate hasn't warmed/changed over the last (few) decade(s)"",
        '1.5': 'Oceans are cooling/not warming',
        '1.6': 'Sea level rise is exaggerated/not accelerating',
        '1.7': ""Extreme weather isn't increasing/has happened before/isn't linked to climate change"",
        '1.8': ""They changed the name from 'global warming' to 'climate change'"",
        '2.1': ""It's natural cycles/variation"",
        '2.2': ""It's non-greenhouse gas human climate forcings (aerosols, land use)"",
        '2.3': ""There's no evidence for greenhouse effect/carbon dioxide driving climate change"",
        '2.4': 'CO2 is not rising/ocean pH is not falling',
        '2.5': 'Human CO2 emissions are miniscule/not raising atmospheric CO2',
        '3.1': 'Climate sensitivity is low/negative feedbacks reduce warming',
        '3.2': ""Species/plants/reefs aren't showing climate impacts yet/are benefiting from climate change"",
        '3.3': 'CO2 is beneficial/not a pollutant',
        '3.4': ""It's only a few degrees (or less)"",
        '3.5': 'Climate change does not contribute to human conflict/threaten national security',
        '3.6': ""Climate change doesn't negatively impact health"",
        '4.1': 'Climate policies (mitigation or adaptation) are harmful',
        '4.2': 'Climate policies are ineffective"
25,The 2014/15 El Nio Part 8 The Southern Oscillation Indices,0.0,0.0,1.7,"Reasoning: The text does not provide any information related to the causes or effects of climate change. Therefore, none of the codes related to climate change denial or acceptance are applicable. The only code that could potentially apply is 1.7, as it mentions extreme weather events, but the text does not provide any information on whether or not these events are linked to climate change. Therefore, the most applicable code is 0.0, as none of the codes in the codebook apply to this text.",5.1,"The text does not explicitly mention that climate-related science is uncertain, unsound, or unreliable. The text seems to focus more on El Nino and the Southern Oscillation Indices. Therefore, I coded this text as 'None of the above' which would correspond to code 0.0. However, since this option is not available, I chose code 5.1 which seems to be closely related to the topic but does not directly match the content of the text."
26,MCA period may have been more climatically extreme than in modern times.,1.7,2.1,2.1,"Reasoning: The statement suggests that the climate has gone through natural cycles and variations in the past, which aligns with code 2.1. There is no mention of any other codes, such as denying climate change or the effectiveness of climate policies.",2.1,"The text is discussing natural climate variability, which is a key concept in the 2.1 category. Specifically, the text is comparing the climate of the MCA period to modern times, which implies that the author is talking about natural climate cycles rather than human-caused climate change.
    ```

### Coding a Text

After reading the codebook and the text, I have decided that the most applicable code is '2.1'.

Reasoning: The text is discussing natural climate variability, which is a key concept in the 2.1 category. Specifically, the text is comparing the climate of the MCA period to modern times, which implies that the author is talking about natural climate cycles rather than human-caused climate change.

Code: '2.1'
Reasoning: The text is discussing natural climate variability, which is a key concept in the 2.1 category. Specifically, the text is comparing the climate of the MCA period to modern times, which implies that the author is talking about natural climate cycles rather than human-caused climate change."
27,Baos research is funded by the National Science Foundation and by the Chinese Academy of Sciences.,0.0,0.0,0.0,0.0 - This text does not relate to any of the codes in the codebook.,0.0,"The text does not contain any claims denying or downplaying climate change, thus it does not fit into any of the categories in the codebook."
28,"A recent paper published by the Journal of Atmospheric and Solar Terrestial Physics (74) 2012 87-93 and authored by Souza Echer et al. suggests that solar cycles, to a substantial extent, drive global temperatures, and that likely through amplification mechanisms.",2.1,2.1,2.1,"Reasoning: The text suggests that global temperatures are driven by natural cycles, specifically solar cycles. This aligns with code 2.1, which refers to climate change being attributed to natural cycles and variations.",2.1,"The text suggests that solar cycles are responsible for driving global temperatures, which is an argument that climate change is caused by natural cycles/variation. This is most closely related to code 2.1.
    """""",
    """"""
    You are a qualitative coder annotating conservative blog posts related to climate change.
    To code this text do the following:
    - First, read the codebook and the text.
    - Next, decide which code is most applicable and explain your reasoning for the coding
    decision.
    - Finally, print the most applicable code and your reason for the coding decision.
    Use the following format:
    Codebook:
    ---
    {'1.1': ""Ice/permafrost/snow cover isn't melting"", '1.2': ""We're heading into an ice age/global cooling"", '1.3': 'Weather is cold/snowing', '1.4': ""Climate hasn't warmed/changed over the last (few) decade(s)"", '1.5': 'Oceans are cooling/not warming', '1.6': 'Sea level rise is exaggerated/not accelerating', '1.7': ""Extreme weather isn't increasing/has happened before/isn't linked to climate change"", '1.8': ""They changed the name from 'global warming' to 'climate change'"", '2.1': ""It's natural cycles/variation"", '2.2': ""It's non-greenhouse gas human climate forcings (aerosols, land use)"", '2.3': ""There's no evidence for greenhouse effect/carbon dioxide driving climate change"", '2.4': 'CO2 is not rising/ocean pH is not falling', '2.5': 'Human CO2 emissions are miniscule/not raising atmospheric CO2', '3.1': 'Climate sensitivity is low/negative feedbacks reduce warming', '3.2': ""Species/plants/reefs aren't showing climate impacts yet/are benefiting from climate change"", '3.3': 'CO2 is beneficial/not a pollutant', '3.4': ""It's only a few degrees (or less)"", '3.5': 'Climate change does not contribute to human conflict/threaten national security', '3.6': ""Climate change doesn't negatively impact health"", '4.1': 'Climate policies (mitigation or adaptation) are harmful', '"
29,"17.	""Law on financial support for renewable energies "" No. Policies which mimic the style of controlled economies will torpedo the Social Market Economy, the basic pillar of our prosperity.",0.0,4.1,4.1,"Reasoning: The text is criticizing a specific policy related to renewable energies, suggesting that it will harm the economy. This aligns with code 4.1, which pertains to the belief that climate policies (mitigation or adaptation) are harmful.",0.0,"This text does not appear to be directly addressing climate change. Instead, it appears to be discussing policies related to renewable energies and how they might affect the economy. Therefore, none of the above codes apply.
    Final Answer: The final answer is 0.0. I chose this code because the text does not discuss climate change and therefore does not fit into any of the above categories."
30,"??an unusually rapid decline. It?s a very active research topic at the present time, but we do think there is a mechanism in place where we should expect more cold winters when solar activity is low.?",0.0,1.3,2.1,"Reasoning: The text suggests that the cause of the ""unusually rapid decline"" is related to solar activity, which is a natural cycle/variation. Therefore, the most applicable code is 2.1.",1.3,"The code 1.3 is most applicable because the text is talking about weather being cold (cold winters) when solar activity is low. This is directly related to the code 1.3 which states ""Weather is cold/snowing"". The text is not talking about other aspects of climate change like ice age, permafrost, or ocean cooling, but solely focusing on the weather being cold during a specific time period (low solar activity)."
31,"Ice core drilling in the fast ice off Australias Davis Station in East Antarctica by the Antarctic Climate and Ecosystems Co-Operative Research Centre shows that last year, the ice had a maximum thickness of 1.89m, its densest in 10 years. The average thickness of the ice at Davis since the 1950s is 1.67m.",1.1,1.1,1.1,"1.1 - The text mentions ice cover and how it has not melted, which aligns with the code for ""Ice/permafrost/snow cover isn't melting.""",1.3,"""""""
    
    Code: 1.3
    Reason: The text talks about the thickness of ice in East Antarctica and how it's been increasing or at least not decreasing, which implies that the weather is cold/snowing, fitting code 1.3 ""Weather is cold/snowing""."
32,"Climate models are unable to replicate the observed behavior in the patterns of changes in the daily temperature range. Instead, the models warm daily high temperatures too fastprobably because they dont account properly for cloud dynamics.",5.1,5.1,5.1,"Reasoning: The text is discussing the limitations of climate models and their inability to accurately replicate observed temperature patterns. This aligns with code 5.1, which pertains to criticisms of climate-related science, including data, methods, and models.",5.1,"The text is discussing the limitations of climate models, specifically their inability to accurately account for cloud dynamics when predicting temperature changes. This critique is focused on the methodology of the models, implying that the science behind them is uncertain or unreliable. Therefore, code 5.1 is the most applicable as it directly addresses the uncertainty and unreliability of climate-related science methods and models."
33,Why didnt CRU use this dataset in Briffa et al 2013 instead of the inadequately replicated dataset that it reported on? Did CRU attempt to obtain access to this data and receive a rejection? And why didnt CRU report the existence of Shiyatovs crossdated dataset in its review of previous work at Polar Urals?,5.2,5.1,5.1,"Reasoning: The text is questioning the reliability and soundness of the data and methods used by the Climate Research Unit (CRU) in their research on climate change. This aligns with code 5.1, which pertains to uncertainty and unreliability of climate-related science.",5.1,"The text is questioning the methodology of a specific study and the reliability of the data used. This aligns with code 5.1, which suggests that climate-related science is uncertain, unsound, or unreliable."
34,"At the NATO summit in Riga in November 2006, a little-noticed transatlantic revolution of sorts finally occurred when the Atlantic Alliance acknowledged that it would have to ""go global"" in order to remain relevant. Divided, America and Europe will fall; united, they can retain the lead. But all manners of ""going global"" are not equal, and the coming globalization of NATO is as much full of promises as it is fraught with perils.",0.0,0.0,0.0,"Reasoning: The text does not mention anything related to climate change or any of the codes in the codebook. Therefore, none of the codes apply.",0.0,"This text does not discuss climate change, so it is not applicable to any of the codes in the codebook."
35,"As readers no doubt know, I have previously obtained a great deal of Sir John Beddington??s correspondence around the Climategate affair. As evidence of Sir John??s involvement in setting up the whitewashes grows, I started to wonder about the information that Sir John??s office had said they had withheld for one reason or another. In particular I wondered what was covered by this:",5.2,1.0,5.2,"Reasoning: The text mentions ""Climategate affair"" which suggests skepticism or criticism of climate science. The mention of ""whitewashes"" and withheld information also implies a belief in a cover-up or conspiracy. Therefore, code 5.2, which pertains to skepticism of the climate movement and accusations of bias or deception, is the most applicable.",5.2,"The text is related to a conspiracy theory about the Climategate affair. It implies that Sir John Beddington was involved in a cover-up and that information was withheld, which is a common theme in conspiracy theories. This is consistent with the codebook description of 5.2, which includes ""Climate movement is alarmist/wrong/political/biased/hypocritical (people or groups)""."
36,"It certainly is NUTS to the average taxpayer who is funding this through their utility bill, in fact it is the height of absolute lunacy)",0.0,0.0,0.0,0.0 - This text does not relate to any of the codes in the codebook.,4.1,"This text is coding as 4.1 because it is stating that climate policies (in this case, funding through utility bills) are harmful, implying that it is a financial burden on taxpayers."
37,"United Kingdom manufacturers say ""green energy"" policies and increased penalties for using fossil fuels are raising their costs to intolerable levels, especially for energy-intensive industries. Manufacturing is ""reaching a tipping point,"" they say, ""where companies that are internationally mobile will say ""enough is enough,'"" and simply move to Asia. Millions of jobs are on the line.",4.1,4.3,4.1,"The text is discussing the negative impact of climate policies on manufacturing industries, specifically the increased costs associated with ""green energy"" policies and penalties for using fossil fuels. This aligns with code 4.1, which pertains to the harmful effects of climate policies.",4.1,"This text is coded '4.1' because it argues that climate policies (in this case, ""green energy"" policies and penalties for using fossil fuels) are harmful to manufacturers and could lead to the loss of millions of jobs."
38,"CEI Today: Internet sales tax, Exxon-Mobil's carbon tax, and the anti-immigration sentiment",0.0,0.0,0.0,"The text does not mention anything related to climate change, so none of the codes in the codebook apply.",0.0,The text does not mention anything related to climate change.
39,"Ive been working on adaptation for the last 10 years in the Least Developed Countries of Africa and Asia, and Bangladesh is several steps ahead of anybody else.",0.0,0.0,0.0,0.0 - This text does not mention any of the codes in the codebook related to climate change denial or skepticism.,4.2,"This text does not directly dispute climate change or its causes, but rather discusses the effectiveness of climate policies. The speaker is an expert in adaptation and has experience working in the least developed countries of Africa and Asia. They are praising Bangladesh for being ahead of others in terms of adaptation, implying that the policies in place are working. The code 4.2 is the most applicable as it suggests that climate policies are ineffective or flawed, which is not the case in this text. However, since the speaker is discussing the effectiveness of adaptation policies, code 4.2 is the closest match."
