text_id,code_id,code_name,text,original_code,replicated_code,original_model_code,original_reason,new_model_code,new_model_reason
2,12,PRTY,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,The tweet does not reference any US political parties or ideologies. It is simply an invitation to join a live event.,No,"This tweet does not reference US political parties. It appears to be an announcement about a ceremony for a new naval ship, and does not mention any political parties."
2,13,IMMG,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference immigration in any way, so the code ""No"" is the most applicable.",No,"This tweet does not reference immigration in the US. It appears to be about a commissioning ceremony for a US Navy ship, and does not mention immigration or related topics."
3,1,HSTG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,There are no hashtags used in this tweet.,No,This tweet does not contain any hashtags.
3,2,ATSN,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,There are no at signs (@) present in this tweet.,No,"There are no ""@"" signs in this tweet."
3,3,CRIT,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",Yes,Yes,Yes,"In this tweet, Donald Trump is criticizing North Korea and China for their behavior towards the United States. He suggests that North Korea has been ""playing"" the US for years and that China has done little to help. Therefore, the code ""Yes"" is applicable as he is criticizing another entity.",Yes,"The tweet criticizes North Korea for ""behaving very badly"" and China for ""doing little to help"", implying that they are not doing what they should be doing."
3,4,MEDI,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not mention the news media or any individual journalists, nor does it make any derogatory or condescending statements about them. Therefore, the code for this tweet is ""No"".",No,"This tweet does not contain any derogatory or condescending statements about the news media. It appears to be a statement about North Korea and China's actions, and does not mention the media at all."
3,5,FAMY,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is focused on North Korea's behavior and China's lack of assistance. Therefore, the code is ""No"".",No,There is no mention of Donald Trump's immediate family members in this tweet.
3,6,PLCE,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference the police or individual police officers in any way. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the ""Police"" code is not applicable.",No,"The tweet does not mention the police, it talks about international relations and politics."
3,7,MAGA,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the code is ""No"".",No,"This tweet does not reference Donald Trump's 2016 campaign slogan, ""Make America Great Again"" (MAGA), as it only discusses foreign policy issues with North Korea and China."
3,8,CAPT,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,Yes,"There are no words in all caps in this tweet. While ""United States"" is capitalized, it is not in all caps and is not used for emphasis. Therefore, the code for words in all caps is not applicable to this tweet.",No,The tweet does not contain any words that are written entirely in capital letters.
3,9,INDV,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,Reasoning: The tweet does not reference any individual person by name or with an ampersand. It only mentions countries (North Korea and China) and does not include any personal references.,No,"This tweet does not reference an individual person, it references countries (North Korea, United States, China) and their actions."
3,10,MARG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,Reasoning: The tweet does not explicitly reference any marginalized group or groups. It is focused on North Korea and China's actions towards the United States.,No,"The tweet does not explicitly reference a marginalized group or groups. It appears to be discussing international relations and politics, specifically referencing North Korea and China."
3,11,INTN,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",Yes,Yes,Yes,"The tweet references North Korea and China, both of which are outside of the 50 U.S. states. This tweet also references international relations and potential conflicts, which falls under the category of international topics. Therefore, the code ""Yes"" is most applicable.",Yes,"This tweet references international topics outside of the USA, specifically North Korea and China, and their relationships with the United States."
3,12,PRTY,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"This tweet does not reference any US political parties or ideologies. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the code for this tweet is ""No"".",No,"This tweet does not reference US political parties. It discusses international relations and foreign policy, specifically mentioning North Korea and China, but does not mention any US political parties."
3,13,IMMG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference immigration in the US, the wall, the southern border, ICE, separation of families, or the travel ban. It is focused on North Korea's behavior and China's lack of help. Therefore, the most applicable code is ""No"".",No,"This tweet does not reference immigration in the US. It appears to be discussing international relations with North Korea and China, and does not mention immigration or any related topics."
4,1,HSTG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"There are no hashtags used in this tweet, only a hyperlink. The codebook specifically states to exclude hyperlinks from the decision of whether hashtags are used. Therefore, the most applicable code is ""No.""",Yes,"The tweet contains the hashtag ""#AMERICAISOPENFORBUSINESS""."
4,2,ATSN,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not contain any at signs (@) or ampersands that are present in retweets. It also does not contain any hyperlinks. Therefore, the code ""No"" is most applicable.",No,"The tweet does not contain any ""@"" signs, only a hyperlink."
4,3,CRIT,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not criticize another person or idea, it simply states that America is open for business. Therefore, the code 'No' is most applicable.",No,"This tweet does not criticize another person or idea. It appears to be a statement promoting the idea that America is open for business, with a link to a news article or video. There is no suggestion that someone or something did something wrong."
4,4,MEDI,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not contain any statements about the news media or individual journalists, and does not reference social media in any way. Therefore, the code for this tweet is ""No"".",No,"This tweet does not contain any derogatory or condescending statements about the news media. It appears to be a promotional tweet about the state of the economy, with a link to a news article or video."
4,5,FAMY,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",No,This tweet does not reference members of Donald Trump's immediate family. It appears to be a general statement about the state of the economy and does not mention any family members.
4,6,PLCE,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference the police or individual police officers in any way. It is a general statement about America being open for business. Therefore, the ""police"" code is not applicable.",No,This tweet does not reference the police. It appears to be a general statement about the state of the economy and does not mention law enforcement.
4,7,MAGA,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It simply states that America is open for business. Therefore, the code for this tweet is ""No"".",# Your response should be in the format,"Yes: [Your reason] or No: [Your reason] No: The tweet does not explicitly reference the ""Make America Great Again"" slogan, it only uses a similar phrase ""AMERICA IS OPEN FOR BUSINESS"" to convey a message about the country's economic status."
4,8,CAPT,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,Yes,Yes,Yes,"The tweet contains the word ""AMERICA"" in all capital letters, which is a full word in caps and not an acronym. Therefore, the ""Yes"" code is applicable. The link and hashtag are excluded from this decision as per the codebook instructions.",Yes,"The tweet contains the phrase ""AMERICA IS OPEN FOR BUSINESS!"" which is written entirely in capital letters."
4,9,INDV,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any individual person, so it does not meet the criteria for a ""Yes"" code in the individual person category.",No,"This tweet does not reference an individual person, it's a general statement about America being open for business."
4,10,MARG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,The tweet does not reference any marginalized group or groups. It is a general statement about America being open for business.,No,The tweet does not explicitly reference a marginalized group or groups. It appears to be a general statement about the state of the economy or business in America.
4,11,INTN,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It simply states that America is open for business.",No,"This tweet does not reference international topics outside of the USA. The tweet is focused on promoting the idea that America is open for business, which is a domestic topic."
4,12,PRTY,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any US political parties or ideologies. It is a general statement about America being open for business. Therefore, the most applicable code is ""No"".",No,This tweet does not reference US political parties. It appears to be a statement about the state of the economy and does not mention any specific political party.
4,13,IMMG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference immigration in any way, so the code ""No"" is the most applicable.",No,"The tweet does not explicitly mention immigration in the US. It appears to be a general statement about the country being open for business, without any specific reference to immigration."
5,1,HSTG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There are no hashtags used in this tweet.,No,There are no hashtags in this tweet.
5,2,ATSN,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There are no at signs (@) present in this tweet.,No,"The tweet does not contain any ""@"" signs, excluding hyperlinks."
5,3,CRIT,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,Yes,No,Yes,"In this tweet, Donald Trump is criticizing the idea that foreign actors are manipulating the United States into fighting their battles. He is also criticizing the idea that America should always be looked to for protection. Therefore, the code ""Yes"" is applicable as he is criticizing an idea.",No,"This tweet does not contain criticism from Donald Trump, but rather quotes Brad Blakeman, who is expressing his own opinion."
5,4,MEDI,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"This tweet does not make any derogatory or condescending statements about the news media. It is a quote from Brad Blakeman discussing foreign actors and their involvement in American conflicts. Therefore, the code is ""No"".",No,"This tweet does not contain a derogatory or condescending statement about the news media from Donald Trump. The tweet appears to be a quote from Brad Blakeman, and it does not mention the news media at all."
5,5,FAMY,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is about foreign actors and their involvement in American battles.,No,The tweet does not mention any members of Donald Trump's immediate family.
5,6,PLCE,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference the police or individual police officers. It discusses foreign actors and the idea of standing up to protect oneself, but does not mention law enforcement.",No,"The tweet does not mention the police, it appears to be a quote from Brad Blakeman discussing foreign policy and the role of America in international conflicts."
5,7,MAGA,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It also does not make a general reference to America and greatness. Therefore, the most applicable code is ""No"".",No,"This tweet does not reference Donald Trump's 2016 campaign slogan ""MAGA"" and is instead a quote from Brad Blakeman discussing foreign policy."
5,8,CAPT,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not contain any words in all capital letters, so it does not meet the criteria for a ""Yes"" code.",No,The tweet does not contain any words that are written entirely in capital letters.
5,9,INDV,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,Yes,Yes,Yes,"The tweet references Brad Blakeman, an individual person, and his quote. Therefore, it should be coded as a ""Yes"" for referencing an individual person.",No,"The tweet does not reference an individual person, it quotes Brad Blakeman but does not reference him as an individual, rather as a source of a quote."
5,10,MARG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,The tweet does not explicitly reference any marginalized group or groups.,No,"The tweet does not explicitly reference a marginalized group or groups. It appears to be discussing foreign policy and the role of America in international conflicts, without mentioning any specific marginalized groups."
5,11,INTN,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,Yes,Yes,"The tweet references foreign actors and their desire for the US to fight their battles, as well as the President's statement about standing up to protect oneself in their own neighborhood. This suggests a discussion of international relations and potentially involvement in conflicts outside of the US. Therefore, the code ""Yes"" for referencing international topics outside of the USA is most applicable.",No,"The tweet does not directly reference international topics outside of the USA, but rather quotes someone else's statement about foreign actors and the President's stance on international involvement. The focus is on the President's message rather than an international topic itself."
5,12,PRTY,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,The tweet does not reference any US political parties or use any specific political terminology.,No,"This tweet does not reference US political parties. It appears to be a quote from Brad Blakeman, discussing foreign policy and the role of America, but does not mention any specific political parties."
5,13,IMMG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference immigration in the US or any related topics such as the wall, the southern border, ICE, separation of families, or the travel ban. It is discussing foreign actors and their involvement in battles, as well as the idea of standing up to protect oneself instead of relying on America. Therefore, the most applicable code is ""No"".",No,"The tweet does not mention immigration in the US, it appears to be discussing foreign policy and the role of the US in international conflicts."
6,1,HSTG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,Yes,"The tweet includes a hashtag (#Lowest) which is not a hyperlink, indicating the use of a hashtag. Therefore, the code ""Yes"" is applicable.",Yes,"The tweet contains the hashtag ""#Lowest"" which is a hashtag used to highlight the lowest black unemployment in history."
6,2,ATSN,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"There are no at signs (@) present in this tweet. The only mention of another user is through a hyperlink, which is excluded from the decision. Therefore, the code for at signs is not applicable.",No,"The tweet does not contain any ""@"" signs, excluding the hyperlink."
6,3,CRIT,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not criticize another person or idea, it simply acknowledges a statement made by someone else and highlights a positive statistic. Therefore, the code 'No' is most applicable.",No,"This tweet does not criticize another person or idea. It appears to be a positive statement, agreeing with someone named Wayne and highlighting a positive statistic about black unemployment."
6,4,MEDI,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not contain any statements about the news media, derogatory or otherwise. It simply mentions the low black unemployment rate and agrees with a statement made by someone named Wayne. Therefore, the code is ""No"".",No,The tweet does not contain any derogatory or condescending statements about the news media. It appears to be a response to someone named Wayne and mentions a statistic about black unemployment. There is no mention of the news media.
6,5,FAMY,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",No,The tweet does not mention any members of Donald Trump's immediate family.
6,6,PLCE,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference the police or individual police officers. It is focused on the topics of unemployment and a specific individual named Wayne. Therefore, the ""police"" code is not applicable.",No,The tweet does not reference the police. It appears to be discussing unemployment rates and does not mention law enforcement.
6,7,MAGA,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It only mentions the low black unemployment rate. Therefore, the code for this tweet is ""No"".",Yes,"The tweet references ""So true"" which is a phrase often used by Trump to express agreement or validation, and also mentions ""Lowest black unemployment in history"" which is a common talking point used by Trump to promote his campaign's accomplishments, thus indirectly referencing the MAGA slogan."
6,8,CAPT,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not contain any words in all capital letters, and the use of capitalization is only for proper nouns and the beginning of a sentence. Therefore, the ""No"" code is the most applicable.",Yes,"The tweet contains the phrase ""Lowest black unemployment in history!"" which is written in all capital letters."
6,9,INDV,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,Yes,Yes,Yes,"Reasoning: The tweet references two individuals, Wayne and a group of people with the lowest black unemployment in history. Both of these references count as ""Yes"" according to the codebook.",Yes,"The tweet references an individual person, Wayne, which meets the criteria for the INDV code."
6,10,MARG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,Yes,Yes,No,"Reasoning: The tweet does not explicitly reference any marginalized group. It only mentions the low black unemployment rate, but does not make any derogatory or discriminatory comments towards any group.",Yes,The tweet explicitly references a marginalized group (black people) by mentioning the lowest black unemployment in history.
6,11,INTN,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only mentions the unemployment rate in the USA. Therefore, the code ""No"" is the most applicable.",No,"This tweet does not reference international topics outside of the USA. It appears to be discussing domestic issues, specifically unemployment rates in the United States."
6,12,PRTY,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not reference any US political parties or ideologies. It simply mentions the low black unemployment rate and agrees with a statement made by someone named Wayne. Therefore, it does not meet the criteria for a ""Yes"" code in the codebook.",No,"This tweet does not reference US political parties. It appears to be a response to someone named Wayne and mentions a statistic about black unemployment, but does not mention any political parties."
6,13,IMMG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not reference immigration in the US in any way. It is simply a response to a tweet about black unemployment rates. Therefore, the most applicable code is ""No"".",No,"The tweet does not mention immigration in the US. It appears to be discussing unemployment rates, specifically for black Americans."
7,1,HSTG,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"There are no hashtags used in this tweet. The only link included is a hyperlink to an article about the new CIA Director. Therefore, the most applicable code is ""No"" for the question ""Are hashtags used in this tweet?""",No,The tweet does not contain any hashtags.
7,2,ATSN,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"There are no at signs (@) present in this tweet. The tweet only mentions and congratulates Gina Haspel, the new CIA Director, and includes a hyperlink to an article about her appointment. Therefore, the ""Are at signs (@) used in this tweet?"" code is not applicable.",No,"The tweet does not contain any ""@"" signs, only a hyperlink."
7,3,CRIT,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not criticize another person or idea, it simply congratulates the new CIA Director. Therefore, the code 'No' is most applicable.",No,"This tweet does not criticize another person or idea. It is a congratulatory message to Gina Haspel, the new CIA Director."
7,4,MEDI,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is simply a congratulatory message to the new CIA Director. Therefore, the code is ""No"".",No,This tweet does not contain any derogatory or condescending statements about the news media. It is a congratulatory message to the new CIA Director Gina Haspel.
