text_id,code_id,code_name,text,original_code,replicated_code,original_model_code,original_reason,new_model_code,new_model_reason
2,2,ATSN,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not contain any at signs (@) or ampersands that are present in retweets. It only includes a hyperlink and a hashtag. Therefore, the code ""No"" is most applicable.",No,"The tweet does not contain any ""@"" symbols."
2,3,CRIT,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not criticize another person or idea, it is simply an invitation to join a live event. Therefore, the most applicable code is 'No'.",No,"The tweet does not contain any criticism of a person or idea, and instead appears to be a neutral or positive announcement."
2,4,MEDI,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not contain any statements about the news media, derogatory or otherwise. It is simply an invitation to join a live event. Therefore, the code is ""No"".",No,"The tweet does not contain any derogatory or condescending statements about the news media, and therefore, the code MEDI is not applicable."
2,5,FAMY,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",No,The tweet does not reference members of Donald Trump's immediate family.
2,6,PLCE,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference the police or individual police officers, so the ""Police"" code is not applicable.",No,"The tweet does not reference the police in any way, making the code PLCE inapplicable."
2,7,MAGA,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is a general tweet about a commissioning ceremony for a naval ship and includes the hashtag #USA. Therefore, the most applicable code is ""No"".",No,"The tweet does not explicitly reference Donald Trump's 2016 campaign slogan, and its content and tone do not imply any connection to the MAGA ideology."
2,8,CAPT,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"This tweet does not contain any words in all capital letters, and any capitalization used is for proper nouns or at the beginning of sentences. The hashtags and links are excluded from this decision, so they do not affect the coding decision. Therefore, the most applicable code is ""No.""",Yes,"The tweet contains the word ""USA"" which is written in all capital letters, making the code CAPT applicable."
2,9,INDV,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,Yes,No,No,"Reasoning: The tweet does not reference any individual person, but rather promotes an event for the commissioning ceremony of a ship. Therefore, the code for referencing an individual person does not apply.",Yes,"The tweet references an individual person, Gerald R. Ford, excluding self-references to Donald Trump."
2,10,MARG,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,The tweet does not reference any marginalized group or groups. It is simply an invitation to join a live event.,No,The tweet does not explicitly reference a marginalized group or groups.
2,11,INTN,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only mentions the commissioning ceremony of a US Navy ship. Therefore, the code ""No"" is the most applicable.",No,"The tweet does not reference international topics outside of the USA, as it is focused on a domestic event and does not contain any international context."
2,12,PRTY,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,The tweet does not reference any US political parties or ideologies. It is simply an invitation to join a live event.,No,"The tweet does not reference US political parties. The content of the tweet is focused on a specific event, and there is no mention or implication of political parties"
2,13,IMMG,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference immigration in any way, so the code ""No"" is the most applicable.",No,"The tweet does not reference immigration in the US, as it solely focuses on a naval ceremony and lacks any language or context related to immigration."
3,1,HSTG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,There are no hashtags used in this tweet.,No,The tweet does not contain any hashtags.
3,2,ATSN,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,There are no at signs (@) present in this tweet.,No,"The tweet does not contain any ""@"" symbols, so the code ATSN is not applicable."
3,3,CRIT,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",Yes,Yes,Yes,"In this tweet, Donald Trump is criticizing North Korea and China for their behavior towards the United States. He suggests that North Korea has been ""playing"" the US for years and that China has done little to help. Therefore, the code ""Yes"" is applicable as he is criticizing another entity.",Yes,"The tweet criticizes North Korea for its behavior, implying that it is wrong and harmful. It also criticizes China for not doing enough to help with the situation, implying that China's inaction is unacceptable. Therefore, the code CRIT is applicable."
3,4,MEDI,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not mention the news media or any individual journalists, nor does it make any derogatory or condescending statements about them. Therefore, the code for this tweet is ""No"".",No,The tweet does not contain any derogatory or condescending statements about the news media.
3,5,FAMY,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is focused on North Korea's behavior and China's lack of assistance. Therefore, the code is ""No"".",No,The tweet does not reference any members of Donald Trump's immediate family.
3,6,PLCE,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference the police or individual police officers in any way. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the ""Police"" code is not applicable.",No,The tweet does not reference the police in any way.
3,7,MAGA,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the code is ""No"".",No,"The tweet does not reference Donald Trump's 2016 campaign slogan, and therefore, the code MAGA is not applicable."
3,8,CAPT,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,Yes,"There are no words in all caps in this tweet. While ""United States"" is capitalized, it is not in all caps and is not used for emphasis. Therefore, the code for words in all caps is not applicable to this tweet.",No,The tweet does not contain any words that are written entirely in capital letters.
3,9,INDV,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,Reasoning: The tweet does not reference any individual person by name or with an ampersand. It only mentions countries (North Korea and China) and does not include any personal references.,No,"The tweet does not reference an individual person, only countries and geographic regions."
3,10,MARG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,Reasoning: The tweet does not explicitly reference any marginalized group or groups. It is focused on North Korea and China's actions towards the United States.,No,The tweet does not explicitly reference a marginalized group or groups.
3,11,INTN,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",Yes,Yes,Yes,"The tweet references North Korea and China, both of which are outside of the 50 U.S. states. This tweet also references international relations and potential conflicts, which falls under the category of international topics. Therefore, the code ""Yes"" is most applicable.",Yes,"The tweet explicitly references international topics outside of the USA, specifically the actions and policies of North Korea and China, and their interactions with the United States."
3,12,PRTY,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"This tweet does not reference any US political parties or ideologies. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the code for this tweet is ""No"".",No,The tweet does not reference US political parties. The language and tone of the tweet are focused on criticizing North Korea's behavior and do not imply any reference to political parties.
3,13,IMMG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference immigration in the US, the wall, the southern border, ICE, separation of families, or the travel ban. It is focused on North Korea's behavior and China's lack of help. Therefore, the most applicable code is ""No"".",No,The tweet does not reference immigration in the US.
4,1,HSTG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"There are no hashtags used in this tweet, only a hyperlink. The codebook specifically states to exclude hyperlinks from the decision of whether hashtags are used. Therefore, the most applicable code is ""No.""",No,The tweet does not contain any hashtags.
4,2,ATSN,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not contain any at signs (@) or ampersands that are present in retweets. It also does not contain any hyperlinks. Therefore, the code ""No"" is most applicable.",No,"The ""@"" symbol is not present in the tweet."
4,3,CRIT,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not criticize another person or idea, it simply states that America is open for business. Therefore, the code 'No' is most applicable.",No,"The tweet does not contain any criticism towards a person or idea, and instead focuses on promoting a positive message about America being open for business."
4,4,MEDI,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not contain any statements about the news media or individual journalists, and does not reference social media in any way. Therefore, the code for this tweet is ""No"".",No,"The tweet does not contain any derogatory or condescending statements about the news media, and therefore, the code MEDI is not applicable."
4,5,FAMY,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",No,The tweet does not mention any members of Donald Trump's immediate family.
4,6,PLCE,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference the police or individual police officers in any way. It is a general statement about America being open for business. Therefore, the ""police"" code is not applicable.",No,The tweet does not reference the police explicitly or implicitly.
4,7,MAGA,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It simply states that America is open for business. Therefore, the code for this tweet is ""No"".",Yes,"The tweet conveys a similar sentiment to the MAGA slogan, emphasizing America's greatness and potential for growth, even if it does not explicitly mention the phrase."
4,8,CAPT,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,Yes,Yes,Yes,"The tweet contains the word ""AMERICA"" in all capital letters, which is a full word in caps and not an acronym. Therefore, the ""Yes"" code is applicable. The link and hashtag are excluded from this decision as per the codebook instructions.",Yes,"The tweet contains words (""AMERICA"" and ""OPEN"") that are written entirely in capital letters, making the code CAPT applicable."
4,9,INDV,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any individual person, so it does not meet the criteria for a ""Yes"" code in the individual person category.",No,"The tweet does not reference an individual person, as it is a general statement about America being open for business."
4,10,MARG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,The tweet does not reference any marginalized group or groups. It is a general statement about America being open for business.,No,The tweet does not explicitly reference a marginalized group or groups.
4,11,INTN,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It simply states that America is open for business.",No,"The tweet does not explicitly reference international topics outside of the USA, and the phrase ""AMERICA IS OPEN FOR BUSINESS"" suggests a focus on domestic issues."
4,12,PRTY,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any US political parties or ideologies. It is a general statement about America being open for business. Therefore, the most applicable code is ""No"".",No,The tweet does not reference US political parties.
4,13,IMMG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference immigration in any way, so the code ""No"" is the most applicable.",No,"The tweet does not explicitly reference immigration in the US, and there is no clear indication that the linked content is related to immigration. The tweet appears to be focused on the country's economic status, and without more information, it's impossible to infer a connection to immigration."
5,1,HSTG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There are no hashtags used in this tweet.,No,The tweet does not contain any hashtags.
5,2,ATSN,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There are no at signs (@) present in this tweet.,No,"The tweet does not contain any ""@"" signs."
5,3,CRIT,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,Yes,No,Yes,"In this tweet, Donald Trump is criticizing the idea that foreign actors are manipulating the United States into fighting their battles. He is also criticizing the idea that America should always be looked to for protection. Therefore, the code ""Yes"" is applicable as he is criticizing an idea.",No,"The tweet doesn't contain direct criticism of another person or idea, and the quote is more of a commentary on a situation rather than an accusation."
5,4,MEDI,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"This tweet does not make any derogatory or condescending statements about the news media. It is a quote from Brad Blakeman discussing foreign actors and their involvement in American conflicts. Therefore, the code is ""No"".",No,"The tweet does not contain a statement from Donald Trump about the news media, and therefore does not meet the codebook definition for MEDI."
5,5,FAMY,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is about foreign actors and their involvement in American battles.,No,The tweet does not reference members of Donald Trump's immediate family.
5,6,PLCE,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference the police or individual police officers. It discusses foreign actors and the idea of standing up to protect oneself, but does not mention law enforcement.",No,"The tweet does not reference the police, and the context is focused on international relations rather than law enforcement or policing."
5,7,MAGA,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It also does not make a general reference to America and greatness. Therefore, the most applicable code is ""No"".",No,"The tweet does not reference Donald Trump's 2016 campaign slogan, and therefore the MAGA code is not applicable."
5,8,CAPT,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not contain any words in all capital letters, so it does not meet the criteria for a ""Yes"" code.",No,"The tweet does not contain any words that are written entirely in capital letters, except for proper nouns that follow standard grammatical conventions."
5,9,INDV,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,Yes,Yes,Yes,"The tweet references Brad Blakeman, an individual person, and his quote. Therefore, it should be coded as a ""Yes"" for referencing an individual person.",Yes,"The tweet references Brad Blakeman, an individual person, as per the codebook definition."
5,10,MARG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,The tweet does not explicitly reference any marginalized group or groups.,No,The tweet does not explicitly reference a marginalized group or groups.
5,11,INTN,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,Yes,Yes,"The tweet references foreign actors and their desire for the US to fight their battles, as well as the President's statement about standing up to protect oneself in their own neighborhood. This suggests a discussion of international relations and potentially involvement in conflicts outside of the US. Therefore, the code ""Yes"" for referencing international topics outside of the USA is most applicable.",Yes,"The tweet references international topics outside of the USA, specifically the role of the US in global conflicts and the need for other countries to take responsibility for their own defense."
5,12,PRTY,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,The tweet does not reference any US political parties or use any specific political terminology.,No,The tweet does not reference US political parties. The quote is focused on foreign policy and does not contain any language or sentiment that suggests party affiliation or reference to US political parties.
5,13,IMMG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference immigration in the US or any related topics such as the wall, the southern border, ICE, separation of families, or the travel ban. It is discussing foreign actors and their involvement in battles, as well as the idea of standing up to protect oneself instead of relying on America. Therefore, the most applicable code is ""No"".",No,The tweet does not reference immigration in the US.
6,1,HSTG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,Yes,"The tweet includes a hashtag (#Lowest) which is not a hyperlink, indicating the use of a hashtag. Therefore, the code ""Yes"" is applicable.",No,The tweet does not contain any hashtags.
6,2,ATSN,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"There are no at signs (@) present in this tweet. The only mention of another user is through a hyperlink, which is excluded from the decision. Therefore, the code for at signs is not applicable.",No,"The tweet does not contain an ""@"" sign."
6,3,CRIT,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not criticize another person or idea, it simply acknowledges a statement made by someone else and highlights a positive statistic. Therefore, the code 'No' is most applicable.",No,"The tweet does not contain any criticism towards another person or idea, and instead, agrees with someone and states a fact."
6,4,MEDI,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not contain any statements about the news media, derogatory or otherwise. It simply mentions the low black unemployment rate and agrees with a statement made by someone named Wayne. Therefore, the code is ""No"".",No,"The tweet does not contain any derogatory or condescending statements about the news media, and it does not explicitly mention or reference the news media. The tone is positive and celebratory, focusing on a specific achievement rather than criticizing the news media."
6,5,FAMY,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",No,The tweet does not reference any members of Donald Trump's immediate family.
6,6,PLCE,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference the police or individual police officers. It is focused on the topics of unemployment and a specific individual named Wayne. Therefore, the ""police"" code is not applicable.",No,"The tweet does not reference the police in any way, making the code PLCE inapplicable."
6,7,MAGA,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It only mentions the low black unemployment rate. Therefore, the code for this tweet is ""No"".",No,"The tweet does not explicitly reference Donald Trump's 2016 campaign slogan, and there is no clear connection between the tweet's content and the MAGA ideology."
6,8,CAPT,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not contain any words in all capital letters, and the use of capitalization is only for proper nouns and the beginning of a sentence. Therefore, the ""No"" code is the most applicable.",No,"The tweet does not contain any words written entirely in capital letters, excluding proper nouns and grammatical capitalization."
6,9,INDV,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,Yes,Yes,Yes,"Reasoning: The tweet references two individuals, Wayne and a group of people with the lowest black unemployment in history. Both of these references count as ""Yes"" according to the codebook.",Yes,"The tweet references an individual person, Wayne, excluding self-references to Donald Trump."
6,10,MARG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,Yes,Yes,No,"Reasoning: The tweet does not explicitly reference any marginalized group. It only mentions the low black unemployment rate, but does not make any derogatory or discriminatory comments towards any group.",Yes,"The tweet explicitly references African Americans, a marginalized racial group, by mentioning their unemployment rate."
6,11,INTN,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only mentions the unemployment rate in the USA. Therefore, the code ""No"" is the most applicable.",No,"The tweet does not reference international topics outside of the USA. The content, context, and link provided in the tweet are all related to domestic issues in the United States."
6,12,PRTY,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not reference any US political parties or ideologies. It simply mentions the low black unemployment rate and agrees with a statement made by someone named Wayne. Therefore, it does not meet the criteria for a ""Yes"" code in the codebook.",No,"The tweet does not explicitly reference US political parties, and its content is focused on an economic achievement rather than a partisan statement."
6,13,IMMG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not reference immigration in the US in any way. It is simply a response to a tweet about black unemployment rates. Therefore, the most applicable code is ""No"".",No,The tweet does not reference immigration in the US.
7,1,HSTG,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"There are no hashtags used in this tweet. The only link included is a hyperlink to an article about the new CIA Director. Therefore, the most applicable code is ""No"" for the question ""Are hashtags used in this tweet?""",No,The tweet does not contain any hashtags.
7,2,ATSN,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"There are no at signs (@) present in this tweet. The tweet only mentions and congratulates Gina Haspel, the new CIA Director, and includes a hyperlink to an article about her appointment. Therefore, the ""Are at signs (@) used in this tweet?"" code is not applicable.",No,"The ""@"" symbol is not used to address or mention another user in this tweet."
7,3,CRIT,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not criticize another person or idea, it simply congratulates the new CIA Director. Therefore, the code 'No' is most applicable.",No,"The tweet does not contain any criticism towards a person or idea, and instead offers congratulations and support."
7,4,MEDI,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is simply a congratulatory message to the new CIA Director. Therefore, the code is ""No"".",No,"The tweet does not contain any derogatory or condescending statements about the news media, and therefore, the code MEDI is not applicable."
7,5,FAMY,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is simply congratulating Gina Haspel on becoming the new CIA Director.,No,The tweet does not reference any members of Donald Trump's immediate family.
7,6,PLCE,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,The tweet does not reference the police in any way. It is simply congratulating the new CIA Director.,No,"The tweet does not mention the police or any related terms, making the code PLCE inapplicable."
7,7,MAGA,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is simply congratulating the new CIA Director. Therefore, the code is ""No"".",No,The tweet does not reference Donald Trump's 2016 campaign slogan.
7,8,CAPT,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not contain any words in all capital letters, and the use of capital letters in ""CIA"" and ""Gina Haspel"" are acronyms, which do not count towards a ""Yes"" code. Additionally, the tweet does not use capital letters for emphasis. Therefore, the most applicable code is ""No.""",Yes,"The tweet contains the word ""CIA"", which is written in all capital letters."
7,9,INDV,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,Yes,Yes,Yes,"The tweet explicitly mentions Gina Haspel, who is an individual person. Therefore, the code ""Yes"" is applicable.",Yes,"The tweet explicitly references Gina Haspel, an individual person, excluding self-references to Donald Trump."
7,10,MARG,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"This tweet does not explicitly reference any marginalized group or groups. It is simply congratulating the new CIA Director, Gina Haspel.",No,The tweet does not explicitly reference a marginalized group or groups.
